Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 18 Nov 2019 13:36:44 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"36344","NO76SW 12","Fisherhills","Barrow(S) (Prehistoric), Square Barrow(S) (Iron Age)","372860","762150","ANGUS","ANGUS","MONTROSE","NO 7286 6215","http://canmore.org.uk/site/36344",
"36366","NO76SW 32","Dubton","Souterrain (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","370230","760660","ANGUS","ANGUS","MONTROSE","NO 7023 6066","http://canmore.org.uk/site/36366",
"36368","NO76SW 34","Dryleys","Building(S) (Period Unassigned), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","370600","760800","ANGUS","ANGUS","MONTROSE","NO 706 608","http://canmore.org.uk/site/36368",
"36370","NO76SW 36","Dryleys","Barrow (Prehistoric), Cropmark(S) (Period Unknown), Ring Ditch(S) (Period Unassigned)","371150","760520","ANGUS","ANGUS","MONTROSE","NO 7115 6052","http://canmore.org.uk/site/36370",
"68211","NO43SE 60","Ardownie","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)(Possible)","349600","734200","ANGUS","ANGUS","MONIFIETH (ANGUS)","NO 496 342","http://canmore.org.uk/site/68211",
"68212","NO43SE 61","Ardownie","Souterrain(S) (Prehistoric)","349480","733790","ANGUS","ANGUS","MONIFIETH (ANGUS)","NO 4948 3379","http://canmore.org.uk/site/68212",
"68213","NO53SW 41","Woodhill House","Souterrain (Prehistoric)(Possible)","352570","734970","ANGUS","ANGUS","BARRY","NO 5257 3497","http://canmore.org.uk/site/68213",
"68216","NO53NE 46","Panlathy","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)","356900","737600","ANGUS","ANGUS","ARBIRLOT","NO 569 376","http://canmore.org.uk/site/68216",
"68219","NO53NE 49","West Scryne","Souterrain (Prehistoric)(Possible)","357600","737190","ANGUS","ANGUS","PANBRIDE","NO 5760 3719","http://canmore.org.uk/site/68219",
"68220","NO53NE 50","Nether Kelly","Souterrain (Prehistoric)(Possible)","359780","738570","ANGUS","ANGUS","ARBIRLOT","NO 5978 3857","http://canmore.org.uk/site/68220",
"68221","NO64SW 92","Kellie Castle","Cropmark(S) (Period Unknown), Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","360800","740400","ANGUS","ANGUS","ARBIRLOT","NO 6080 4040","http://canmore.org.uk/site/68221",
"68226","NO65SE 31","West Mains, Red Castle","Enclosure (Period Unassigned), Pit (Period Unassigned), Souterrain (Prehistoric)(Possible)","368320","750810","ANGUS","ANGUS","INVERKEILOR","NO 6832 5081","http://canmore.org.uk/site/68226",
"68270","NO64NE 60","New Mill","Pit(S) (Period Unassigned), Ring Ditch House(S) (Prehistoric)","368900","748600","ANGUS","ANGUS","INVERKEILOR","NO 689 486","http://canmore.org.uk/site/68270",
"68272","NO65SE 35","Lunan","Souterrain (Prehistoric)","368540","751670","ANGUS","ANGUS","LUNAN","NO 6854 5167","http://canmore.org.uk/site/68272",
"68276","NO76SW 46","Fisherhills","Souterrain (Prehistoric)","373000","761940","ANGUS","ANGUS","MONTROSE","NO 7300 6194","http://canmore.org.uk/site/68276",
"68315","NO34NE 56","Leys Of Cossans","Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)(Possible)","338500","749740","ANGUS","ANGUS","GLAMIS","NO 38500 49740","http://canmore.org.uk/site/68315",
"68316","NO35SE 58","Plans Of Cossans","Souterrain (Prehistoric)(Possible)","339000","750000","ANGUS","ANGUS","GLAMIS","NO 390 500","http://canmore.org.uk/site/68316",
"68319","NO45NE 48","Meikle Coull","Pit(S) (Period Unassigned), Souterrain(S) (Prehistoric)","345600","759000","ANGUS","ANGUS","TANNADICE","NO 456 590","http://canmore.org.uk/site/68319",
"68320","NO45NE 49","Meikle Coull","Souterrain (Prehistoric)","345760","759010","ANGUS","ANGUS","TANNADICE","NO 4576 5901","http://canmore.org.uk/site/68320",
"68332","NO35SW 61","Balfour Mains","Souterrain(S) (Prehistoric)","333420","754250","ANGUS","ANGUS","KINGOLDRUM","NO 3342 5425","http://canmore.org.uk/site/68332",
"68334","NO45SE 117","Beechhill","Souterrain(S) (Prehistoric)","346450","750070","ANGUS","ANGUS","FORFAR","NO 4645 5007","http://canmore.org.uk/site/68334",
"68337","NO45SE 119","Restenneth Priory","Cropmark(S) (Period Unknown), Pit(S) (Period Unassigned), Souterrain (Prehistoric)(Possible)","348100","751600","ANGUS","ANGUS","FORFAR","NO 481 516","http://canmore.org.uk/site/68337",
"68677","NO56NW 181","White Caterthun","Ring Ditch House (Prehistoric)","353910","765820","ANGUS","ANGUS","MENMUIR","NO 5391 6582","http://canmore.org.uk/site/68677",
"68678","NO56NW 182","White Caterthun","Ring Ditch House (Prehistoric)","353930","765840","ANGUS","ANGUS","MENMUIR","NO 5393 6584","http://canmore.org.uk/site/68678",
"68679","NO56NW 183","White Caterthun","Ring Ditch House (Prehistoric)","354040","765930","ANGUS","ANGUS","MENMUIR","NO 5404 6593","http://canmore.org.uk/site/68679",
"68705","NO56NW 431","White Caterthun","Ring Ditch House (Prehistoric)","354890","766010","ANGUS","ANGUS","MENMUIR","NO 5489 6601","http://canmore.org.uk/site/68705",
"68706","NO56NW 432","White Caterthun","Ring Ditch House (Prehistoric)","354910","766050","ANGUS","ANGUS","MENMUIR","NO 5491 6605","http://canmore.org.uk/site/68706",
"68709","NO56NW 54","Hill Of Formal","Burnt Mound (Prehistoric)","353550","769690","ANGUS","ANGUS","LETHNOT AND NAVAR","NO 5355 6969","http://canmore.org.uk/site/68709",
"68765","NO56NW 754","Dikehead","Hut Circle(S) (Prehistoric)","353110","769330","ANGUS","ANGUS","LETHNOT AND NAVAR","NO 5311 6933","http://canmore.org.uk/site/68765",
"68774","NO56NE 281","Balrennie","Souterrain (Prehistoric)","358510","766570","ANGUS","ANGUS","STRACATHRO","NO 5851 6657","http://canmore.org.uk/site/68774",
"68779","NO56NE 320","White Caterthun","Cairnfield (Period Unassigned), Ring Ditch House(S) (Prehistoric)","355100","766100","ANGUS","ANGUS","MENMUIR","NO 551 661","http://canmore.org.uk/site/68779",
"68780","NO56NE 321","White Caterthun","Ring Ditch House (Prehistoric)","355070","766110","ANGUS","ANGUS","MENMUIR","NO 5507 6611","http://canmore.org.uk/site/68780",
"68781","NO56NE 322","White Caterthun","Ring Ditch House (Prehistoric)(Possible)","355090","766070","ANGUS","ANGUS","MENMUIR","NO 5509 6607","http://canmore.org.uk/site/68781",
"70076","NO25SE 45","East Campsie","Cist (Period Unassigned), Inhumation (Period Unassigned), Flake (Flint)","328830","752710","ANGUS","ANGUS","LINTRATHEN","NO 2883 5271","http://canmore.org.uk/site/70076",
"71847","NO43SE 63","Westhall","Souterrain (Prehistoric)","345490","734880","ANGUS","ANGUS","MURROES (ANGUS)","NO 4549 3488","http://canmore.org.uk/site/71847",
"71848","NO33NW 27","Quarry House","Enclosure (Period Unassigned)(Possible), Souterrain (Prehistoric)(Possible)","334850","738160","ANGUS","ANGUS","AUCHTERHOUSE","NO 3485 3816","http://canmore.org.uk/site/71848",
"71854","NO33SW 62","Denhead","Souterrain (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","331980","734680","ANGUS","ANGUS","FOWLIS EASTER (ANGUS)","NO 3198 3468","http://canmore.org.uk/site/71854",
"71855","NO33NW 25","Keithhall","Souterrain (Prehistoric)(Possible)","331650","735250","ANGUS","ANGUS","FOWLIS EASTER (ANGUS)","NO 3165 3525","http://canmore.org.uk/site/71855",
"71866","NO53NE 52","West Scryne","Rig And Furrow (Medieval), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","357610","736580","ANGUS","ANGUS","PANBRIDE","NO 5761 3658","http://canmore.org.uk/site/71866",
"71867","NO63NW 13","Grahamston Cottages","Cropmark(S) (Period Unknown), Souterrain(S) (Prehistoric)","360000","739790","ANGUS","ANGUS","ARBIRLOT","NO 6000 3979","http://canmore.org.uk/site/71867",
"71870","NO55SE 35","Millfield","Cropmark(S) (Period Unknown), Cultivation Remains (Period Unassigned), Souterrain (Prehistoric)(Possible)","358100","750100","ANGUS","ANGUS","GUTHRIE","NO 581 501","http://canmore.org.uk/site/71870",
"72305","NO35NE 65","Prosenhaugh","Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","338900","759100","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 389 591","http://canmore.org.uk/site/72305",
"72307","NO35NE 66","West Kinwhirrie","Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","337550","758650","ANGUS","ANGUS","KIRRIEMUIR","NO 3755 5865","http://canmore.org.uk/site/72307",
"72309","NO35NE 68","Chapelton","Cultivation Remains (Period Unassigned), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","337480","758200","ANGUS","ANGUS","KIRRIEMUIR","NO 3748 5820","http://canmore.org.uk/site/72309",
"72310","NO45NW 38","Turfachie","Pit(S) (Period Unassigned), Pit Enclosure (Prehistoric)(Possible)","341850","758420","ANGUS","ANGUS","TANNADICE","NO 4185 5842","http://canmore.org.uk/site/72310",
"72319","NO55NW 78","East Howmuir","Enclosure (Period Unassigned), Souterrain (Prehistoric)(Possible)","350300","758500","ANGUS","ANGUS","TANNADICE","NO 5030 5850","http://canmore.org.uk/site/72319",
"72322","NO66NW 73","Westside","Souterrain (Prehistoric)","361250","766600","ANGUS","ANGUS","EDZELL","NO 6125 6660","http://canmore.org.uk/site/72322",
"72441","NO35NE 69","Nether Balgray","Souterrain (Prehistoric)","335000","759200","ANGUS","ANGUS","KIRRIEMUIR","NO 350 592","http://canmore.org.uk/site/72441",
"72855","NO53SW 42","Ardestie","Souterrain(S) (Prehistoric)(Possible)","350700","734000","ANGUS","ANGUS","MONIKIE","NO 507 340","http://canmore.org.uk/site/72855",
"73037","NO33NE 30","Old Baldragon","Souterrain (Prehistoric)(Possible)","337900","735000","ANGUS","ANGUS","MAINS AND STRATHMARTINE (ANGUS)","NO 379 350","http://canmore.org.uk/site/73037",
"73038","NO33NE 31","Strathmartine Castle","Cropmark(S) (Period Unknown), Souterrain(S) (Prehistoric)","337100","735900","ANGUS","ANGUS","MAINS AND STRATHMARTINE (ANGUS)","NO 371 359","http://canmore.org.uk/site/73038",
"73148","NO44NW 38","Easter Ingliston","Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)(Possible), Polished Axehead (Stone)","342500","748700","ANGUS","ANGUS","KINNETTLES","NO 425 487","http://canmore.org.uk/site/73148",
"73149","NO46SE 36","Shandford","Cropmark(S) (Period Unknown), Souterrain(S) (Prehistoric)","349480","762570","ANGUS","ANGUS","FERN","NO 4948 6257","http://canmore.org.uk/site/73149",
"73150","NO46SE 37","Shandford","Souterrain (Prehistoric)(Possible)","349800","762800","ANGUS","ANGUS","FERN","NO 498 628","http://canmore.org.uk/site/73150",
"73151","NO46SE 38","Balquharn","Souterrain(S) (Prehistoric)","348400","762800","ANGUS","ANGUS","FERN","NO 484 628","http://canmore.org.uk/site/73151",
"73152","NO46SE 39","Balquharn","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)(Possible)","348600","762800","ANGUS","ANGUS","FERN","NO 486 628","http://canmore.org.uk/site/73152",
"73154","NO56SW 28","Knowehead","Souterrain(S) (Prehistoric)","352410","763380","ANGUS","ANGUS","MENMUIR","NO 5241 6338","http://canmore.org.uk/site/73154",
"73155","NO56SE 64","Balnamoon","Souterrain (Prehistoric)","355600","763800","ANGUS","ANGUS","MENMUIR","NO 556 638","http://canmore.org.uk/site/73155",
"73158","NO56SE 67","Newton","Souterrain(S) (Prehistoric)","359400","764500","ANGUS","ANGUS","STRACATHRO","NO 594 645","http://canmore.org.uk/site/73158",
"73355","NO53SW 47","Ardestie Mains","Enclosure (Period Unassigned), Roundhouse (Prehistoric)","350000","733900","ANGUS","ANGUS","MONIFIETH (ANGUS)","NO 500 339","http://canmore.org.uk/site/73355",
"73356","NO53SW 48","Ardestie Mains","Souterrain (Prehistoric)(Possible)","350000","734000","ANGUS","ANGUS","MONIFIETH (ANGUS)","NO 500 340","http://canmore.org.uk/site/73356",
"73398","NO65SE 40","East Mains Of Dysart","Souterrain (Prehistoric)(Possible)","369200","754600","ANGUS","ANGUS","CRAIG","NO 692 546","http://canmore.org.uk/site/73398",
"73508","NO45SW 30","Fletcherfield","Souterrain (Prehistoric)(Possible)","340300","752500","ANGUS","ANGUS","KIRRIEMUIR","NO 403 525","http://canmore.org.uk/site/73508",
"73509","NO45SW 31","Fletcherfield","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)","340370","752660","ANGUS","ANGUS","KIRRIEMUIR","NO 4037 5266","http://canmore.org.uk/site/73509",
"73510","NO45NE 54","Battledykes, Oathlaw","Souterrain (Prehistoric)","345602","755571","ANGUS","ANGUS","OATHLAW","NO 45602 55571","http://canmore.org.uk/site/73510",
"77363","NO24NE 72","Balbirnie","Barrow (Prehistoric)(Possible), Ring Ditch(S) (Period Unassigned)","329400","748650","ANGUS","ANGUS","RUTHVEN","NO 2940 4865","http://canmore.org.uk/site/77363",
"77598","NO55NW 73","Mains Of Melgund","Cairn (Period Unassigned)(Possible), Cist (Period Unassigned), Food Vessel","353600","756300","ANGUS","ANGUS","ABERLEMNO","NO 536 563","http://canmore.org.uk/site/77598",
"77677","NO46NW 10","Keillor Wood","Building(S) (Period Unassigned), Clearance Cairn(S) (Period Unassigned), Drain (Period Unassigned), Hut Circle(S) (Prehistoric), Rig And Furrow (Medieval)","344180","765050","ANGUS","ANGUS","TANNADICE","NO 4418 6505","http://canmore.org.uk/site/77677",
"78292","NO34NW 36","Linross","Pit(S) (Period Unassigned), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","334590","749830","ANGUS","ANGUS","AIRLIE","NO 3459 4983","http://canmore.org.uk/site/78292",
"78438","NO25NW 30","Hill Of Kilry","Hut Circle (Prehistoric)","322630","755990","ANGUS","ANGUS","GLENISLA","NO 2263 5599","http://canmore.org.uk/site/78438",
"78457","NO25NW 42","Broom Hill","Hut Circle (Prehistoric)","322530","757190","ANGUS","ANGUS","GLENISLA","NO 2253 5719","http://canmore.org.uk/site/78457",
"80348","NO53NE 53","Craigend","Cup And Ring Marked Stone (Prehistoric)","358300","739800","ANGUS","ANGUS","ARBIRLOT","NO 583 398","http://canmore.org.uk/site/80348",
"83352","NO45SE 133","Myreside","Flake(S) (Flint)","347700","752300","ANGUS","ANGUS","FORFAR","NO 477 523","http://canmore.org.uk/site/83352",
"85848","NO33NE 33","Wynton","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)(Possible)","337400","737100","ANGUS","ANGUS","MAINS AND STRATHMARTINE (ANGUS)","NO 374 371","http://canmore.org.uk/site/85848",
"85849","NO33NE 34","Wynton","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)(Possible)","337200","737200","ANGUS","ANGUS","MAINS AND STRATHMARTINE (ANGUS)","NO 372 372","http://canmore.org.uk/site/85849",
"85850","NO53NE 56","Hatton Farm","Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible)","358600","737500","ANGUS","ANGUS","PANBRIDE","NO 586 375","http://canmore.org.uk/site/85850",
"85851","NO64NW 93","Boysack Mills","Cropmark(S) (Period Unknown), Souterrain (Prehistoric), Unenclosed Settlement (Period Unassigned)(Possible)","363010","749040","ANGUS","ANGUS","INVERKEILOR","NO 6301 4904","http://canmore.org.uk/site/85851",
"85852","NO64NE 61","Kirkton Mill","Rig And Furrow (Medieval), Roundhouse (Prehistoric)","365059","749232","ANGUS","ANGUS","INVERKEILOR","NO 65059 49232","http://canmore.org.uk/site/85852",
"85853","NO45SE 135","West Carsebank","Souterrain (Prehistoric)(Possible)","348000","753600","ANGUS","ANGUS","RESCOBIE","NO 480 536","http://canmore.org.uk/site/85853",
"85855","NO45NE 58","Battledykes","Enclosure (Period Unassigned), Pit(S) (Period Unassigned), Pit Alignment (Prehistoric), Plantation Bank (Period Unassigned), Rig And Furrow","346200","755200","ANGUS","ANGUS","OATHLAW","NO 4620 5520","http://canmore.org.uk/site/85855",
"85856","NO45NW 40","Inverquharity","Souterrain (Prehistoric)(Possible)","340000","757800","ANGUS","ANGUS","KIRRIEMUIR","NO 400 578","http://canmore.org.uk/site/85856",
"87172","NO45NE 59","Battledykes","Souterrain (Prehistoric)(Possible)","345900","755300","ANGUS","ANGUS","OATHLAW","NO 459 553","http://canmore.org.uk/site/87172",
"88866","NO35SW 66","Drum Leys","Enclosure (Period Unassigned)(Possible), Pit(S) (Period Unassigned), Pit Alignment (Prehistoric)","334360","750810","ANGUS","ANGUS","AIRLIE","NO 3436 5081","http://canmore.org.uk/site/88866",
"89231","NO66SW 32","Clearbank","Souterrain (Prehistoric)","363800","764300","ANGUS","ANGUS","LOGIE PERT","NO 638 643","http://canmore.org.uk/site/89231",
"89923","NO53NE 58","West Scryne","Cist (Period Unassigned), Knife(S) (Flint)","357600","736500","ANGUS","ANGUS","PANBRIDE","NO 576 365","http://canmore.org.uk/site/89923",
"90527","NO56SE 70","Blackhall","Cropmark(S) (Period Unknown), Rectilinear Enclosure (Period Unassigned), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","355070","762450","ANGUS","ANGUS","MENMUIR","NO 5507 6245","http://canmore.org.uk/site/90527",
"90640","NO46SE 46","Shandford","Souterrain (Prehistoric)","349000","762600","ANGUS","ANGUS","FERN","NO 490 626","http://canmore.org.uk/site/90640",
"104707","NO36NW 9","Craigiemeg Hill","Building(S) (Period Unassigned), Field Boundary(S) (Period Unassigned), Hut Circle(S) (Prehistoric), Pitcarmick Building(S) (Early Medieval)(Possible)","330500","768000","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 305 680","http://canmore.org.uk/site/104707",
"111069","NO43SW 141","Barns Of Claverhouse","Souterrain (Prehistoric)(Possible)","341100","734600","ANGUS","ANGUS","MAINS AND STRATHMARTINE (ANGUS)","NO 411 346","http://canmore.org.uk/site/111069",
"112313","NO53NE 62","Clayholes","Cropmark(S) (Period Unknown), Pit Alignment (Prehistoric), Rig And Furrow (Medieval), Unenclosed Settlement (Period Unassigned)","355500","735600","ANGUS","ANGUS","BARRY","NO 555 356","http://canmore.org.uk/site/112313",
"112315","NO64NE 62","Newbarns","Geological Feature, Linear Feature(S) (Period Unassigned), Souterrain(S) (Prehistoric), Unenclosed Settlement (Period Unassigned)","368407","749740","ANGUS","ANGUS","INVERKEILOR","NO 68407 49740","http://canmore.org.uk/site/112315",
"112493","NO34SW 24","Burnmouth","Souterrain (Prehistoric)(Possible)","330600","742700","ANGUS","ANGUS","NEWTYLE","NO 306 427","http://canmore.org.uk/site/112493",
"118993","NO64NW 99","Douglasmuir","Pit Defined Cursus (Neolithic), Pit Enclosure (Prehistoric), Unidentified Pottery (Neolithic)","361530","748120","ANGUS","ANGUS","INVERKEILOR","NO 6153 4812","http://canmore.org.uk/site/118993",
"125417","NO53SW 58","Ravensby House","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)(Possible)","353700","734400","ANGUS","ANGUS","BARRY","NO 537 344","http://canmore.org.uk/site/125417",
"125418","NO53NW 38","Pitskelly","Pit Alignment (Prehistoric), Rig And Furrow (Medieval), Track (Period Unassigned)","354400","735000","ANGUS","ANGUS","BARRY","NO 5440 3500","http://canmore.org.uk/site/125418",
"125423","NO53NE 64","East Scryne","Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible)","358000","737000","ANGUS","ANGUS","PANBRIDE","NO 580 370","http://canmore.org.uk/site/125423",
"125496","NO63NW 20","Cotton Of Balcathie","Cropmark (Period Unknown), Pit(S) (Period Unassigned), Pit Alignment (Prehistoric)","361300","738400","ANGUS","ANGUS","ARBIRLOT","NO 613 384","http://canmore.org.uk/site/125496",
"127140","NO76SW 68","Charleton","Cropmark(S) (Period Unknown), Pit(S) (Period Unknown), Rig And Furrow (Medieval), Ring Ditch (Period Unassigned), Unenclosed Settlement (Prehistoric)","371500","760600","ANGUS","ANGUS","MONTROSE","NO 715 606","http://canmore.org.uk/site/127140",
"127141","NO76SW 69","Charleton","Cropmark(S) (Period Unknown), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","371730","760690","ANGUS","ANGUS","MONTROSE","NO 7173 6069","http://canmore.org.uk/site/127141",
"127207","NO76SW 71","Fisherhills","Barrow (Prehistoric)(Possible)","372700","762200","ANGUS","ANGUS","MONTROSE","NO 727 622","http://canmore.org.uk/site/127207",
"127288","NO64NE 65","Newbarns","Barrow (Prehistoric)(Possible), Pit(S) (Period Unassigned)","368100","748900","ANGUS","ANGUS","INVERKEILOR","NO 681 489","http://canmore.org.uk/site/127288",
"127294","NO64NE 67","Inchock","Pit Alignment(S) (Prehistoric)","368300","748400","ANGUS","ANGUS","INVERKEILOR","NO 683 484","http://canmore.org.uk/site/127294",
"127338","NO54NE 54","Gallows Hill","Barrow (Prehistoric)","357100","749200","ANGUS","ANGUS","KIRKDEN","NO 571 492","http://canmore.org.uk/site/127338",
"127456","NO54NE 56","Legaston","Pit Alignment(S) (Prehistoric)","359400","748600","ANGUS","ANGUS","KIRKDEN","NO 594 486","http://canmore.org.uk/site/127456",
"127495","NO64NW 101","Invergighty Cottages","Pit Alignment (Prehistoric)","361900","749780","ANGUS","ANGUS","KINNELL","NO 6190 4978","http://canmore.org.uk/site/127495",
"134719","NO24NE 76","Law Of Brigton","Field Boundary(S) (Period Unassigned), Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)(Possible)","328660","748230","ANGUS","ANGUS","RUTHVEN","NO 2866 4823","http://canmore.org.uk/site/134719",
"135339","NO55NW 82","Bellahill","Ring Ditch (Period Unassigned), Souterrain (Prehistoric)(Possible)","353230","755640","ANGUS","ANGUS","ABERLEMNO","NO 5323 5564","http://canmore.org.uk/site/135339",
"135344","NO44NW 41","Invereighty","Souterrain(S) (Prehistoric)(Possible)","343700","745800","ANGUS","ANGUS","KINNETTLES","NO 437 458","http://canmore.org.uk/site/135344",
"135850","NO36NW 11","West Burn","Building(S) (Period Unassigned), Cairnfield (Period Unassigned), Hut Circle(S) (Prehistoric), Rig And Furrow (Medieval), Shieling Hut(S) (Post Medieval)","331550","769700","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 3155 6970","http://canmore.org.uk/site/135850",
"135858","NO36NW 18","Craigiemeg Hill","Building (Period Unassigned), Cairnfield (Period Unassigned), Hut Circle (Prehistoric)","331020","768000","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 3102 6800","http://canmore.org.uk/site/135858",
"135864","NO36NW 23","Tombeth","Hut Circle(S) (Prehistoric)","330800","766900","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 308 669","http://canmore.org.uk/site/135864",
"138204","NO25NW 44","Birkhill","Ring Ditch House(S) (Prehistoric)","320690","759320","ANGUS","ANGUS","GLENISLA","NO 2069 5932","http://canmore.org.uk/site/138204",
"140073","NO56SE 76","Balrownie","Cropmark(S) (Period Unknown), Enclosure (Period Unassigned), Linear Feature(S) (Period Unassigned), Pit(S) (Period Unassigned), Souterrain (Prehistoric)(Possible)","357500","763700","ANGUS","ANGUS","MENMUIR","NO 575 637","http://canmore.org.uk/site/140073",
"140078","NO56SW 30","Lochty","Pit Alignment (Prehistoric)","354200","762400","ANGUS","ANGUS","MENMUIR","NO 542 624","http://canmore.org.uk/site/140078",
"142572","NO53SW 60","Woodhill House","Cup And Ring Marked Stone (Prehistoric)","352010","734280","ANGUS","ANGUS","BARRY","NO 5201 3428","http://canmore.org.uk/site/142572",
"142675","NO63NW 24","Three Mile Wood","Pit(S) (Period Unassigned)","360570","739100","ANGUS","ANGUS","ARBIRLOT","NO 6057 3910","http://canmore.org.uk/site/142675",
"142689","NO53NE 76","Carlogie","Pit(S) (Period Unassigned)","356300","735720","ANGUS","ANGUS","PANBRIDE","NO 5630 3572","http://canmore.org.uk/site/142689",
"142695","NO53SW 62","Cotside","Pit(S) (Period Unassigned)","352920","734030","ANGUS","ANGUS","BARRY","NO 5292 3403","http://canmore.org.uk/site/142695",
"143326","NO54NE 57","Pitmuies","Pit(S) (Period Unassigned), Rig And Furrow(S) (Medieval), Ring Ditch (Period Unassigned), Souterrain (Prehistoric)","357300","749840","ANGUS","ANGUS","KIRKDEN","NO 5730 4984","http://canmore.org.uk/site/143326",
"143359","NO54NE 60","Pitmuies","Pit(S) (Period Unassigned), Pit Alignment(S) (Prehistoric), Rig And Furrow (Medieval)","358400","749830","ANGUS","ANGUS","KIRKDEN","NO 5840 4983","http://canmore.org.uk/site/143359",
"143597","NO64NE 71","Newbarns","Barrow(S) (Prehistoric)(Possible)","367820","749630","ANGUS","ANGUS","INVERKEILOR","NO 6782 4963","http://canmore.org.uk/site/143597",
"143598","NO64NE 72","Newbarns","Cropmark(S) (Period Unknown), Linear Feature(S) (Period Unassigned), Roundhouse (Prehistoric), Square Barrow (Iron Age)(Possible), Sunken Floored Building (Period Unassigned)","367850","749780","ANGUS","ANGUS","INVERKEILOR","NO 6785 4978","http://canmore.org.uk/site/143598",
"143987","NO53SW 64","Balhungie","Souterrain (Prehistoric)(Possible)","350900","734090","ANGUS","ANGUS","MONIKIE","NO 5090 3409","http://canmore.org.uk/site/143987",
"144033","NO54NE 61","Gallows Hill","Barrow (Prehistoric)(Possible)","357240","749220","ANGUS","ANGUS","KIRKDEN","NO 5724 4922","http://canmore.org.uk/site/144033",
"144035","NO53SW 65","Woodhill House","Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible)","352400","734830","ANGUS","ANGUS","BARRY","NO 5240 3483","http://canmore.org.uk/site/144035",
"144080","NO54NE 62","Friockheim","Pit(S) (Period Unassigned), Pit Alignment(S) (Prehistoric)","359270","749880","ANGUS","ANGUS","GUTHRIE","NO 5927 4988","http://canmore.org.uk/site/144080",
"144156","NO65NE 75","Bonnyton","Enclosure (Period Unassigned)(Possible), Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","366200","756230","ANGUS","ANGUS","MARYTON","NO 6620 5623","http://canmore.org.uk/site/144156",
"144207","NO64NW 109","Bandoch","Cropmark(S) (Period Unknown), Roundhouse (Prehistoric)","364880","749290","ANGUS","ANGUS","INVERKEILOR","NO 6488 4929","http://canmore.org.uk/site/144207",
"144297","NO53NE 79","Craigmill","Pit Circle(S) (Prehistoric)(Possible), Rig And Furrow (Medieval)","358320","736310","ANGUS","ANGUS","PANBRIDE","NO 5832 3631","http://canmore.org.uk/site/144297",
"155508","NO56SE 83","Brechin West","Pit(S) (Period Unassigned), Ring Ditch(S) (Period Unassigned), Souterrain(S) (Prehistoric), Unidentified Pottery","358300","760400","ANGUS","ANGUS","BRECHIN","NO 583 604","http://canmore.org.uk/site/155508",
"160720","NO54NE 65","Finger Hill","Cropmark(S) (Period Unknown), Pit Alignment (Prehistoric), Rig And Furrow (Medieval)","358000","749140","ANGUS","ANGUS","KIRKDEN","NO 5800 4914","http://canmore.org.uk/site/160720",
"160854","NO65NE 80","Newbigging","Barrow (Prehistoric), Cropmark(S) (Period Unknown), Enclosure (Period Unassigned)","369430","759690","ANGUS","ANGUS","MONTROSE","NO 6943 5969","http://canmore.org.uk/site/160854",
