CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"3198","HY53SE 11","Eday, Stenaquoy","Burnt Mound (Prehistoric)","356440","1030800","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5644 3080","http://canmore.org.uk/site/3198",
"3207","HY53SE 2","Eday, Burn Of Mussetter","Standing Stone (Prehistoric)","355660","1032970","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5566 3297","http://canmore.org.uk/site/3207",
"3209","HY53SE 4","Eday, Doomy","Cairn (Period Unassigned), Hut Circle (Prehistoric)(Possible), Marker Cairn (Period Unassigned), Mound (Period Unassigned), Settlement (Period Unassigned)(Possible)","355690","1034500","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5569 3450","http://canmore.org.uk/site/3209",
"3211","HY53SE 6","Eday, Sandyhill Smithy","Chambered Cairn (Neolithic)","356120","1032990","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5612 3299","http://canmore.org.uk/site/3211",
"3214","HY53SE 9","Eday, Bay Of Doomy","Burnt Mound (Prehistoric)","355770","1034810","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5577 3481","http://canmore.org.uk/site/3214",
"3215","HY53SW 1","Eday, Dale","Burnt Mound (Prehistoric)","352970","1033110","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5297 3311","http://canmore.org.uk/site/3215",
"3217","HY53SW 2","Eday, Warrenhall","Burnt Mound (Prehistoric)","353000","1032200","ORKNEY ISLANDS","ORKNEY","EDAY","HY 530 322","http://canmore.org.uk/site/3217",
"3221","HY53SW 6","Eday, Fersness","Burnt Mound (Prehistoric)","352900","1033750","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5290 3375","http://canmore.org.uk/site/3221",
"3222","HY53SW 7","Eday, Fersness","Treb Dyke (Prehistoric)","352910","1033310","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5291 3331","http://canmore.org.uk/site/3222",
"3224","HY53SW 9","Eday, Fers Ness","House (Prehistoric)(Possible)","352950","1034120","ORKNEY ISLANDS","ORKNEY","EDAY","HY 5295 3412","http://canmore.org.uk/site/3224",
"3226","HY54SW 1","Westray, Knowe Of Goltoquoy","Burnt Mound (Prehistoric)","350930","1041680","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 5093 4168","http://canmore.org.uk/site/3226",
"3228","HY54SW 11","Westray, Stancro","Barrow (Prehistoric), Cairn (Period Unassigned), Cist (Period Unassigned)","350060","1040440","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 5006 4044","http://canmore.org.uk/site/3228",
"3234","HY54SW 2","Westray, Knowe Of Cotterchan","Burnt Mound (Prehistoric)","351140","1041540","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 5114 4154","http://canmore.org.uk/site/3234",
"3235","HY54SW 3","Westray, Knowe Of Hamar","Burnt Mound (Prehistoric)","350390","1041270","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 5039 4127","http://canmore.org.uk/site/3235",
"3237","HY54SW 5","Westray, Claybraes","Burnt Mound(S) (Prehistoric)","350627","1040135","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 50627 40135","http://canmore.org.uk/site/3237",
"3238","HY54SW 6","Westray, Peterkirk","Mound(S) (Prehistoric)","350020","1040060","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 5002 4006","http://canmore.org.uk/site/3238",
"3242","HY55SW 1","Papa Westray, Holm Of Papa Westray, South","Chambered Cairn (Neolithic)","350910","1051830","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 5091 5183","http://canmore.org.uk/site/3242",
"3251","HY60SW 2","Copinsay Farm, Copinsay","Burnt Mound (Prehistoric)","360900","1001500","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 6090 0150","http://canmore.org.uk/site/3251",
"3255","HY60SW 6","Copinsay","Souterrain (Prehistoric)(Possible)","361220","1001590","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 6122 0159","http://canmore.org.uk/site/3255",
"3259","HY61NE 11","Auskerry","Standing Stone (Prehistoric)","367630","1016300","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6763 1630","http://canmore.org.uk/site/3259",
"3262","HY61NE 14","Auskerry","Enclosure (Period Unassigned), Standing Stone (Prehistoric)","367396","1016584","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 67396 16584","http://canmore.org.uk/site/3262",
"3268","HY61NE 2","Auskerry","Burnt Mound (Prehistoric), Settlement (Period Unassigned)","367420","1016374","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 67420 16374","http://canmore.org.uk/site/3268",
"3280","HY61NE 4","Auskerry","Standing Stone (Prehistoric)","367247","1016413","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 67247 16413","http://canmore.org.uk/site/3280",
"3281","HY61NE 5","Auskerry","Standing Stone (Prehistoric)","367089","1016283","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 67089 16283","http://canmore.org.uk/site/3281",
"3283","HY61NE 7","Auskerry","Standing Stone (Prehistoric)","367690","1016160","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6769 1616","http://canmore.org.uk/site/3283",
"3288","HY62NE 11","Papa Stronsay, Yeasthouse Knowe","Burnt Mound (Prehistoric)","366750","1029440","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6675 2944","http://canmore.org.uk/site/3288",
"3296","HY62NE 19","Stronsay, North Strenzie","Treb Dyke (Prehistoric)","365000","1028000","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 65 28","http://canmore.org.uk/site/3296",
"3302","HY62NE 24","Stronsay, Odness","Burnt Mound (Prehistoric)(Possible)","368680","1025440","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6868 2544","http://canmore.org.uk/site/3302",
"3308","HY62NE 3","Stronsay, Bleaching Knowe","Burnt Mound (Prehistoric)","365350","1028040","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6535 2804","http://canmore.org.uk/site/3308",
"3315","HY62NE 8","Stronsay, Odness","Burnt Mound (Prehistoric)","368290","1025230","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6829 2523","http://canmore.org.uk/site/3315",
"3323","HY62NW 15","Stronsay, 'the Hillocks'","Burnt Mound(S) (Prehistoric)","363190","1029910","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6319 2991","http://canmore.org.uk/site/3323",
"3328","HY62NW 2","Stronsay, Mid Garth","Burnt Mound (Prehistoric)","363010","1028320","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6301 2832","http://canmore.org.uk/site/3328",
"3339","HY62NW 3","Stronsay, Mid Garth, 'stursy'","Burnt Mound (Prehistoric)","363400","1028600","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 634 286","http://canmore.org.uk/site/3339",
"3340","HY62NW 30","Stronsay, Yearnasetter","Burnt Mound (Prehistoric)","364200","1026920","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6420 2692","http://canmore.org.uk/site/3340",
"3344","HY62NW 4","Stronsay, Clestrain","Cist (Period Unassigned)","363880","1027790","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6388 2779","http://canmore.org.uk/site/3344",
"3345","HY62NW 5","Stronsay, Whitehall","Cist(S) (Period Unassigned), Battleaxe","364620","1028190","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6462 2819","http://canmore.org.uk/site/3345",
"3346","HY62NW 6","Stronsay, Dale","Burnt Mound (Prehistoric)","364960","1025160","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6496 2516","http://canmore.org.uk/site/3346",
"3349","HY62NW 9","Linga Holm","Roundhouse (Prehistoric)","361450","1027320","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6145 2732","http://canmore.org.uk/site/3349",
"3361","HY62SE 2","Stronsay, Grobister","Burnt Mound(S) (Prehistoric)","365620","1024000","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6562 2400","http://canmore.org.uk/site/3361",
"3364","HY62SE 22","Stronsay, Millfield Farm","Flint Scatter (Prehistoric), Point","365000","1024000","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 65 24","http://canmore.org.uk/site/3364",
"3368","HY62SE 26","Stronsay, Kirbuster","Treb Dyke (Prehistoric)","368530","1023450","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6853 2345","http://canmore.org.uk/site/3368",
"3372","HY62SE 3","Stronsay, Kirbister","Burnt Mound (Prehistoric)","368580","1023560","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6858 2356","http://canmore.org.uk/site/3372",
"3374","HY62SE 31","Stronsay, Burgh Head","Treb Dyke (Prehistoric)(Possible)","369600","1023000","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6960 2300","http://canmore.org.uk/site/3374",
"3377","HY62SE 4","Stronsay, 'mells Kirk'","Burnt Mound (Prehistoric)","365600","1021900","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 656 219","http://canmore.org.uk/site/3377",
"3378","HY62SE 5","Stronsay, Banks The Waspy And The Navsy","Burnt Mound (Prehistoric), Settlement (Norse)","365140","1023730","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6514 2373","http://canmore.org.uk/site/3378",
"3387","HY62SW 2","Stronsay, Sands Of Rothiesholm","Burnt Mound (Prehistoric)","362690","1024330","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6269 2433","http://canmore.org.uk/site/3387",
"3388","HY62SW 3","Stronsay, Lodge Farm","Burnt Mound (Prehistoric)","364590","1024130","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6459 2413","http://canmore.org.uk/site/3388",
"3395","HY63NE 1","Sanday, Quoyness","Chambered Cairn (Neolithic)","367660","1037790","ORKNEY ISLANDS","ORKNEY","LADY","HY 6766 3779","http://canmore.org.uk/site/3395",
"3398","HY63NE 12","Sanday, Carse Of Henzie Hunt","Souterrain (Prehistoric)","369000","1039000","ORKNEY ISLANDS","ORKNEY","LADY","HY 69 39","http://canmore.org.uk/site/3398",
"3412","HY63NE 8","Sanday, Cross Parish Church","Church (Post Medieval), Midden, Settlement (Prehistoric)(Possible)","365370","1039200","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6537 3920","http://canmore.org.uk/site/3412",
"3429","HY63NW 23","Sanday, Lamba Ness","Hammer (Stone)","361400","1037700","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 614 377","http://canmore.org.uk/site/3429",
"3432","HY63NW 26","Sanday, Scarrigarth","Burnt Mound (Prehistoric)","362900","1038620","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6290 3862","http://canmore.org.uk/site/3432",
"3436","HY63NW 3","Sanday, The Knowes","Enclosure (Period Unassigned)(Possible), Mound(S) (Period Unassigned), Quarry (Period Unassigned), Treb Dyke (Prehistoric)","363420","1038800","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6342 3880","http://canmore.org.uk/site/3436",
"3444","HY63NW 37","Sanday, Whupland Hill","Treb Dyke (Prehistoric)","360590","1036000","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6059 3600","http://canmore.org.uk/site/3444",
"3449","HY63NW 41","Sanday, South Howar","Treb Dyke (Prehistoric)","361920","1037250","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6192 3725","http://canmore.org.uk/site/3449",
"3451","HY63NW 43","Sanday, Nebister","Treb Dyke (Prehistoric)","363220","1037130","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6322 3713","http://canmore.org.uk/site/3451",
"3455","HY63NW 6","Sanday, 'hoosie Mound'","Burnt Mound (Prehistoric)","362850","1037750","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6285 3775","http://canmore.org.uk/site/3455",
"3456","HY63NW 7","Sanday, Stove","Burnt Mound (Prehistoric)","360990","1035820","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6099 3582","http://canmore.org.uk/site/3456",
"3471","HY63SW 20","Sanday, Hoo Back","Enclosure(S) (Period Unassigned), Treb Dyke (Prehistoric)","360190","1034959","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 60190 34959","http://canmore.org.uk/site/3471",
"3479","HY63SW 6","Sanday, Spur Ness","Burnt Mound (Prehistoric)","360600","1034790","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6060 3479","http://canmore.org.uk/site/3479",
"3489","HY64NE 2","Sanday, Ortie","Burnt Mound (Prehistoric)","368530","1045050","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6853 4505","http://canmore.org.uk/site/3489",
"3501","HY64SE 10","Sanday, Northskaill","Burnt Mound (Prehistoric)","368140","1044530","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6814 4453","http://canmore.org.uk/site/3501",
"3502","HY64SE 11","Sanday, Knowe","Burnt Mound (Prehistoric)","367860","1044180","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6786 4418","http://canmore.org.uk/site/3502",
"3513","HY64SE 21","Sanday, Colli Ness","Broch (Iron Age)(Possible), Burial Ground (Period Unassigned), Chapel (Period Unassigned), Cup And Ring Marked Stone (Prehistoric)","368500","1042120","ORKNEY ISLANDS","ORKNEY","LADY","HY 6850 4212","http://canmore.org.uk/site/3513",
"3519","HY64SE 27","Sanday","Hammer (Stone)","360000","1040000","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6 4","http://canmore.org.uk/site/3519",
"3522","HY64SE 3","Sanday, Colligarth","Burnt Mound(S) (Prehistoric)","368900","1041600","ORKNEY ISLANDS","ORKNEY","LADY","HY 689 416","http://canmore.org.uk/site/3522",
"3527","HY64SE 34","Sanday, Annabrake","Burnt Mound (Prehistoric)","366370","1044240","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6637 4424","http://canmore.org.uk/site/3527",
"3528","HY64SE 35","Sanday, Pincod","Burnt Mound (Prehistoric)","366310","1043970","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6631 4397","http://canmore.org.uk/site/3528",
"3533","HY64SE 4","Sanday, Colligarth","Burnt Mound (Prehistoric)","369160","1041540","ORKNEY ISLANDS","ORKNEY","LADY","HY 6916 4154","http://canmore.org.uk/site/3533",
"3534","HY64SE 40","Sanday, Quivals Loch","Burnt Mound (Prehistoric)(Possible)","367030","1041860","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6703 4186","http://canmore.org.uk/site/3534",
"3542","HY64SE 48","Sanday, West Thrave","Treb Dyke (Prehistoric)","366680","1044630","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6668 4463","http://canmore.org.uk/site/3542",
"3543","HY64SE 49","Sanday, 'broughstun'","Treb Dyke (Prehistoric)","366000","1041000","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 66 41","http://canmore.org.uk/site/3543",
"3553","HY64SE 9","Sanday, Newbiggings","Burnt Mound (Prehistoric)","365990","1041790","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6599 4179","http://canmore.org.uk/site/3553",
"3559","HY64SW 6","Sanday, Fea Hill","Treb Dyke (Prehistoric)","364000","1040680","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6400 4068","http://canmore.org.uk/site/3559",
"3574","HY74NE 3","Sanday, Tofts Ness","Roundhouse (Prehistoric), Settlement (Iron Age)","376000","1047000","ORKNEY ISLANDS","ORKNEY","LADY","HY 760 470","http://canmore.org.uk/site/3574",
"3579","HY74NW 3","Sanday, Sandquoy","Midden (Period Unassigned), Souterrain (Prehistoric)(Possible)","374670","1045320","ORKNEY ISLANDS","ORKNEY","LADY","HY 7467 4532","http://canmore.org.uk/site/3579",
"3582","HY74SE 1","Sanday, Park","Burnt Mound (Prehistoric)","377270","1043710","ORKNEY ISLANDS","ORKNEY","LADY","HY 7727 4371","http://canmore.org.uk/site/3582",
"3592","HY74SE 19","Sanday, Lopness, Thrave","Treb Dyke (Prehistoric)","376440","1043860","ORKNEY ISLANDS","ORKNEY","LADY","HY 7644 4386","http://canmore.org.uk/site/3592",
"3600","HY74SE 5","Sanday, Northwall","Burnt Mound (Prehistoric)","375600","1044600","ORKNEY ISLANDS","ORKNEY","LADY","HY 756 446","http://canmore.org.uk/site/3600",
"3604","HY74SE 9","Sanday, Whale Head","Chambered Tomb (Neolithic)(Possible), Souterrain (Prehistoric)(Possible)","376260","1043830","ORKNEY ISLANDS","ORKNEY","LADY","HY 7626 4383","http://canmore.org.uk/site/3604",
"3606","HY74SW 10","Sanday, Ivar's Knowe","Burnt Mound (Prehistoric)","371580","1043350","ORKNEY ISLANDS","ORKNEY","LADY","HY 7158 4335","http://canmore.org.uk/site/3606",
"3608","HY74SW 12","Sanday, Leavisgarth","Burnt Mound(S) (Prehistoric)","370010","1041450","ORKNEY ISLANDS","ORKNEY","LADY","HY 7001 4145","http://canmore.org.uk/site/3608",
"3617","HY74SW 21","Sanday, Garbo","Treb Dyke (Prehistoric)","372050","1043650","ORKNEY ISLANDS","ORKNEY","LADY","HY 7205 4365","http://canmore.org.uk/site/3617",
"3622","HY74SW 3","Sanday, Butter Knowe","Burnt Mound (Prehistoric)","370960","1043150","ORKNEY ISLANDS","ORKNEY","LADY","HY 7096 4315","http://canmore.org.uk/site/3622",
"3623","HY74SW 4","Sanday, Cleat","Burnt Mound (Prehistoric)","370550","1042630","ORKNEY ISLANDS","ORKNEY","LADY","HY 7055 4263","http://canmore.org.uk/site/3623",
"3624","HY74SW 5","Sanday, Cleat","Burnt Mound (Prehistoric)","370340","1042580","ORKNEY ISLANDS","ORKNEY","LADY","HY 7034 4258","http://canmore.org.uk/site/3624",
"3633","HY75NE 13","North Ronaldsay, Dennis Loch","Burnt Mound (Prehistoric)(Possible)","378750","1055470","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7875 5547","http://canmore.org.uk/site/3633",
"3661","HY75SE 14","North Ronaldsay, Ancumtoun","Burnt Mound (Prehistoric)","376770","1054790","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7677 5479","http://canmore.org.uk/site/3661",
"3674","HY75SE 26","North Ronaldsay, Muckle Gairsty","Treb Dyke (Prehistoric)","375070","1053470","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7507 5347","http://canmore.org.uk/site/3674",
"3684","HY75SE 33","North Ronaldsay, Matches Dyke","Treb Dyke (Prehistoric)","375600","1054600","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7560 5460","http://canmore.org.uk/site/3684",
"3691","HY75SE 5","North Ronaldsay, Howmae Brae","Roundhouse(S) (Prehistoric), Settlement (Period Unassigned), Wheelhouse (Iron Age)","375830","1052270","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7583 5227","http://canmore.org.uk/site/3691",
"3693","HY75SE 7","North Ronaldsay, Ancum Loch","Burnt Mound (Prehistoric)","376230","1054250","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7623 5425","http://canmore.org.uk/site/3693",
"3694","HY75SE 8","North Ronaldsay, Knowe O' Samilands","Burnt Mound (Prehistoric)","376570","1053050","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7657 5305","http://canmore.org.uk/site/3694",
"3695","HY75SE 9","North Ronaldsay, Viggay","Burnt Mound (Prehistoric)","376870","1052370","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7687 5237","http://canmore.org.uk/site/3695",
"8916","ND28NE 1","Hoy, Brims, Hillock Of Salwick","Burnt Mound (Prehistoric)","328760","988690","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 2876 8869","http://canmore.org.uk/site/8916",
"8917","ND28NE 10","Hoy, Kirk Geo","Burnt Mound (Prehistoric)(Possible), Settlement (Period Unassigned)(Possible)","328460","988200","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 2846 8820","http://canmore.org.uk/site/8917",
"9431","ND38NW 11","South Walls, Cantick Head","Barrow (Prehistoric)","334310","989150","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3431 8915","http://canmore.org.uk/site/9431",
"9432","ND38NW 12","South Walls, Helliack","Standing Stone (Prehistoric)(Possible)","332560","988670","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3256 8867","http://canmore.org.uk/site/9432",
"9437","ND38NW 17","South Walls, Cantick Head","Barrow(S) (Prehistoric)","334690","989650","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3469 8965","http://canmore.org.uk/site/9437",
"9438","ND38NW 18","South Walls, Cantick Head","Barrow (Prehistoric)","334660","989580","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3466 8958","http://canmore.org.uk/site/9438",
"9440","ND38NW 2","South Walls, Gallow Tuag","Mound (Period Unassigned), Standing Stone (Prehistoric)","330360","989380","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3036 8938","http://canmore.org.uk/site/9440",
"9443","ND38NW 4","South Walls, Cantick","Burnt Mound (Prehistoric)","333940","989290","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3394 8929","http://canmore.org.uk/site/9443",
"9444","ND38NW 5","South Walls, Cantick Head","Barrow (Prehistoric)","334050","989060","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3405 8906","http://canmore.org.uk/site/9444",
"9446","ND38NW 7","South Walls, Green Hill","Burnt Mound (Prehistoric)","330980","989100","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3098 8910","http://canmore.org.uk/site/9446",
"9461","ND39SE 1","Switha, South","Standing Stone (Prehistoric)","336270","990680","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3627 9068","http://canmore.org.uk/site/9461",
"9469","ND39SE 2","Switha, North","Standing Stone (Prehistoric)","336430","990950","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3643 9095","http://canmore.org.uk/site/9469",
"9475","ND39SE 8","Flotta, Head Of Banks","Barrow (Prehistoric)(Possible)","336150","992420","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3615 9242","http://canmore.org.uk/site/9475",
"9476","ND39SE 9","Flotta, Blackawall","Burnt Mound (Prehistoric)","335530","994150","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3553 9415","http://canmore.org.uk/site/9476",
"9488","ND39SW 2","South Walls, Kirbuster","Burnt Mound (Prehistoric)","332220","990700","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3222 9070","http://canmore.org.uk/site/9488",
"9491","ND39SW 3","South Walls, Newbigging","Burnt Mound (Prehistoric)","333000","990000","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 33 90","http://canmore.org.uk/site/9491",
"9492","ND39SW 4","South Walls, Laurie's Knowe","Burnt Mound (Prehistoric)","332260","990810","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3226 9081","http://canmore.org.uk/site/9492",
"9497","ND39SW 9","South Walls, Hackness, The Battery","Ablutions Block, Battery (19th Century), Military Camp","333738","991483","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 33738 91483","http://canmore.org.uk/site/9497",
"9507","ND47NE 3","The Kiln, Muckle Skerry","Burnt Mound (Prehistoric)(Possible)","346380","978440","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4638 7844","http://canmore.org.uk/site/9507",
"9516","ND48NE 1","South Ronaldsay, Stews","Standing Stone (Prehistoric)","346560","989000","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4656 8900","http://canmore.org.uk/site/9516",
"9520","ND48NE 13","South Ronaldsay, Broll","Barrow (Prehistoric)","345250","987950","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4525 8795","http://canmore.org.uk/site/9520",
"9527","ND48NE 2","South Ronaldsay, Hesta Head","Kerb Cairn (Prehistoric)","346525","988000","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 46525 88000","http://canmore.org.uk/site/9527",
"9535","ND48NE 8","South Ronaldsay, Windwick","Souterrain (Prehistoric)","345950","986680","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4595 8668","http://canmore.org.uk/site/9535",
"9536","ND48NE 9","South Ronaldsay, Flaws","Midden (Period Unassigned), Souterrain (Prehistoric)(Possible), Weaving Comb","345740","985450","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4574 8545","http://canmore.org.uk/site/9536",
"9537","ND48NW 1","South Ronaldsay, Clouduhall","Standing Stone (Prehistoric)","343530","989570","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4353 8957","http://canmore.org.uk/site/9537",
"9539","ND48NW 11","South Ronaldsay, Greenquoy","Burnt Mound (Prehistoric)","343460","986270","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4346 8627","http://canmore.org.uk/site/9539",
"9540","ND48NW 12","South Ronaldsay, Mucklehouse","Burnt Mound (Prehistoric)","343860","988910","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4386 8891","http://canmore.org.uk/site/9540",
"9541","ND48NW 13","South Ronaldsay, Clouduhall","Burnt Mound (Prehistoric)","343510","989400","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4351 8940","http://canmore.org.uk/site/9541",
"9543","ND48NW 15","South Ronaldsay, Hoston Head","Barrow (Prehistoric)","343460","987510","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4346 8751","http://canmore.org.uk/site/9543",
"9544","ND48NW 16","South Ronaldsay, Mossetter","Souterrain (Prehistoric)","344700","986000","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 447 860","http://canmore.org.uk/site/9544",
"9550","ND48NW 6","South Ronaldsay, Newhouse","Burnt Mound (Prehistoric)","343670","989390","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4367 8939","http://canmore.org.uk/site/9550",
"9551","ND48NW 7","South Ronaldsay, Hune Bay","Burnt Mound(S) (Prehistoric)","343500","988280","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4350 8828","http://canmore.org.uk/site/9551",
"9552","ND48NW 8","South Ronaldsay, Mossetter","Burnt Mound (Prehistoric)","344900","986300","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 449 863","http://canmore.org.uk/site/9552",
"9553","ND48NW 9","South Ronaldsay, Barswick","Burnt Mound (Prehistoric)","343090","986060","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4309 8606","http://canmore.org.uk/site/9553",
"9554","ND48SE 1","South Ronaldsay, Isbister","Chambered Cairn (Neolithic)","347040","984490","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4704 8449","http://canmore.org.uk/site/9554",
"9555","ND48SE 2","South Ronaldsay, Liddel, South","Burnt Mound (Prehistoric)","346460","984110","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4646 8411","http://canmore.org.uk/site/9555",
"9556","ND48SE 3","South Ronaldsay, Liddel","Kerb Cairn (Prehistoric)","346330","983230","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4633 8323","http://canmore.org.uk/site/9556",
